-1197001446;-1197027102;40;23891;1765;25000;23235;7.06;92.94;39
-1196976839;-1197001446;40;23235;1372;25000;23628;5.488;94.512;0
-1196951111;-1196976839;40;23628;2100;25000;22900;8.4;91.6;1
-1196926268;-1196951111;40;22900;1943;25000;23057;7.772;92.228;2
-1196901809;-1196926268;40;23057;1402;25000;23598;5.608;94.392;3
-1196876579;-1196901809;40;23598;1632;25000;23368;6.528;93.472;4
-1196851727;-1196876579;40;23368;1484;25000;23516;5.936;94.064;5
-1196826751;-1196851727;40;23516;1460;25000;23540;5.84;94.16;6
-1196801296;-1196826751;40;23540;1915;25000;23085;7.66;92.34;7
-1196776300;-1196801296;40;23085;1911;25000;23089;7.644;92.356;8
-1196751764;-1196776300;40;23089;1447;25000;23553;5.788;94.212;9
-1196726846;-1196751764;40;23553;1365;25000;23635;5.46;94.54;10
-1196701926;-1196726846;40;23635;1285;25000;23715;5.14;94.86;11
-1196676848;-1196701926;40;23715;1363;25000;23637;5.452;94.548;12
-1196651818;-1196676848;40;23637;1393;25000;23607;5.572;94.428;13
-1196627169;-1196651818;40;23607;1042;25000;23958;4.168;95.832;14
-1196602191;-1196627169;40;23958;1020;25000;23980;4.08;95.92;15
-1196576905;-1196602191;40;23980;1306;25000;23694;5.224;94.776;16
-1196551501;-1196576905;40;23694;1710;25000;23290;6.84;93.16;17
-1196527084;-1196551501;40;23290;1127;25000;23873;4.508;95.492;18
-1196502209;-1196527084;40;23873;1002;25000;23998;4.008;95.992;19
-1196477203;-1196502209;40;23998;1008;25000;23992;4.032;95.968;20
-1196452242;-1196477203;40;23992;969;25000;24031;3.876;96.124;21
-1196427211;-1196452242;40;24031;1000;25000;24000;4;96;22
-1196401721;-1196427211;40;24000;1490;25000;23510;5.96;94.04;23
-1196377132;-1196401721;40;23510;1079;25000;23921;4.316;95.684;24
-1196351800;-1196377132;40;23921;1411;25000;23589;5.644;94.356;25
-1196326829;-1196351800;40;23589;1382;25000;23618;5.528;94.472;26
-1196301692;-1196326829;40;23618;1519;25000;23481;6.076;93.924;27
-1196276783;-1196301692;40;23481;1428;25000;23572;5.712;94.288;28
-1196251366;-1196276783;40;23572;1845;25000;23155;7.38;92.62;29
-1196226892;-1196251366;40;23155;1319;25000;23681;5.276;94.724;30
-1196202192;-1196226892;40;23681;1019;25000;23981;4.076;95.924;31
